dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
110,7227,FBgn0051627,CG31627,NE,,flybase
110,7227,FBgn0051632,sens-2,NE,,flybase
110,7227,FBgn0051634,Oatp26F,NE,,flybase
110,7227,FBgn0051635,CG31635,NE,,flybase
110,7227,FBgn0051636,CG31636,NE,,flybase
110,7227,FBgn0051637,CG31637,NE,,flybase
110,7227,FBgn0051638,CG31638,NE,,flybase
110,7227,FBgn0051639,CG31639,NE,,flybase
110,7227,FBgn0051644,CG31644,NE,,flybase
110,7227,FBgn0051646,DIP-theta,NE,,flybase
110,7227,FBgn0051648,CG31648,NE,,flybase
110,7227,FBgn0051658,Nnf1b,NE,,flybase
110,7227,FBgn0051659,CG31659,NE,,flybase
110,7227,FBgn0051660,smog,NE,,flybase
110,7227,FBgn0051661,CG31661,NE,,flybase
110,7227,FBgn0051663,CG31663,NE,,flybase
110,7227,FBgn0051664,CG31664,NE,,flybase
110,7227,FBgn0051665,wry,NE,,flybase
110,7227,FBgn0051668,CG31668,NE,,flybase
110,7227,FBgn0051673,CG31673,NE,,flybase
110,7227,FBgn0051674,CG31674,NE,,flybase
110,7227,FBgn0051675,CG31675,NE,,flybase
110,7227,FBgn0051676,CG31676,NE,,flybase
110,7227,FBgn0051677,CG31677,NE,,flybase
110,7227,FBgn0051678,CG31678,C,,flybase
110,7227,FBgn0051679,Tengl3,NE,,flybase
110,7227,FBgn0051680,CG31680,NE,,flybase
110,7227,FBgn0051681,CG31681,NE,,flybase
110,7227,FBgn0051682,Tengl1,NE,,flybase
110,7227,FBgn0051687,CG31687,NE,,flybase
110,7227,FBgn0051690,CG31690,NE,,flybase
110,7227,FBgn0051693,CG31693,NE,,flybase
110,7227,FBgn0051694,CG31694,NE,,flybase
110,7227,FBgn0051697,CG31697,NE,,flybase
110,7227,FBgn0051698,CG31698,C,,flybase
110,7227,FBgn0051704,CG31704,C,,flybase
110,7227,FBgn0051706,CG31706,NE,,flybase
110,7227,FBgn0051708,DIP-zeta,C,,flybase
110,7227,FBgn0051709,CG31709,NE,,flybase
110,7227,FBgn0051710,CG31710,NE,,flybase
110,7227,FBgn0051712,CG31712,NE,,flybase
110,7227,FBgn0051713,Apf,C,,flybase
110,7227,FBgn0051715,CG31715,NE,,flybase
110,7227,FBgn0051716,Cnot4,NE,,flybase
110,7227,FBgn0051717,CG31717,C,,flybase
110,7227,FBgn0051718,Ir31a,NE,,flybase
110,7227,FBgn0051719,RluA-1,NE,,flybase
110,7227,FBgn0051721,Trim9,C,,flybase
110,7227,FBgn0051729,CG31729,NE,,flybase
110,7227,FBgn0051730,CG31730,NE,,flybase
110,7227,FBgn0051735,CG31735,C,,flybase
110,7227,FBgn0051739,AspRS-m,C,,flybase
110,7227,FBgn0051740,CG31740,NE,,flybase
110,7227,FBgn0051741,CG31741,NE,,flybase
110,7227,FBgn0051742,Prosbeta5R2,NE,,flybase
110,7227,FBgn0051752,CG31752,NE,,flybase
110,7227,FBgn0051759,CG31759,NE,,flybase
110,7227,FBgn0051760,CG31760,NE,,flybase
110,7227,FBgn0051774,fred,C,,flybase
110,7227,FBgn0051776,CG31776,NE,,flybase
110,7227,FBgn0051777,CG31777,NE,,flybase
110,7227,FBgn0051778,CG31778,NE,,flybase
110,7227,FBgn0051779,Acp24A4,NE,,flybase
110,7227,FBgn0051781,lncRNA:CR31781,NE,,flybase
110,7227,FBgn0051784,CG31784,NE,,flybase
110,7227,FBgn0051785,CG31785,NE,,flybase
110,7227,FBgn0051787,CG31787,NE,,flybase
110,7227,FBgn0051788,CG31788,NE,,flybase
110,7227,FBgn0051789,CG31789,NE,,flybase
110,7227,FBgn0051792,CG31792,C,,flybase
110,7227,FBgn0051793,CG31793,NE,,flybase
110,7227,FBgn0051798,CG31798,NE,,flybase
110,7227,FBgn0051800,CG31800,C,,flybase
110,7227,FBgn0051802,CG31802,NE,,flybase
110,7227,FBgn0051803,CG31803,NE,,flybase
110,7227,FBgn0051804,CG31804,NE,,flybase
110,7227,FBgn0051805,CG31805,NE,,flybase
110,7227,FBgn0051806,CG31806,NE,,flybase
110,7227,FBgn0051807,CG31807,NE,,flybase
110,7227,FBgn0051812,CG31812,NE,,flybase
110,7227,FBgn0051813,CG31813,NE,,flybase
110,7227,FBgn0051815,CG31815,NE,,flybase
110,7227,FBgn0051816,CG31816,NE,,flybase
110,7227,FBgn0051820,CG31820,NE,,flybase
110,7227,FBgn0051821,CG31821,NE,,flybase
110,7227,FBgn0051822,CR31822,NE,,flybase
110,7227,FBgn0051823,CG31823,NE,,flybase
110,7227,FBgn0051826,CG31826,NE,,flybase
110,7227,FBgn0051832,CG31832,NE,,flybase
110,7227,FBgn0051835,CG31835,NE,,flybase
110,7227,FBgn0051840,lncRNA:CR31840,NE,,flybase
110,7227,FBgn0051848,CG31848,C,,flybase
110,7227,FBgn0051849,CG31849,C,,flybase
110,7227,FBgn0051851,Naa20B,NE,,flybase
110,7227,FBgn0051852,Tap42,E,,flybase
110,7227,FBgn0051855,CG31855,NE,,flybase
110,7227,FBgn0051858,t-cup,NE,,flybase
110,7227,FBgn0051860,ZnT33D,C,,flybase
110,7227,FBgn0051862,CG31862,NE,,flybase
110,7227,FBgn0051864,Qtzl,NE,,flybase
110,7227,FBgn0051867,CG31867,NE,,flybase
110,7227,FBgn0051871,CG31871,NE,,flybase
110,7227,FBgn0051872,CG31872,NE,,flybase
110,7227,FBgn0051874,Fum4,NE,,flybase
110,7227,FBgn0051875,CG31875,NE,,flybase
110,7227,FBgn0051876,Cpr30F,C,,flybase
110,7227,FBgn0051882,CG31882,NE,,flybase
110,7227,FBgn0051897,CG31897,NE,,flybase
110,7227,FBgn0051898,CG31898,NE,,flybase
110,7227,FBgn0051901,Mur29B,NE,,flybase
110,7227,FBgn0051907,CG31907,NE,,flybase
110,7227,FBgn0051908,CG31908,C,,flybase
110,7227,FBgn0051909,CG31909,NE,,flybase
110,7227,FBgn0051910,CG31910,NE,,flybase
110,7227,FBgn0051913,CG31913,NE,,flybase
110,7227,FBgn0051915,CG31915,C,,flybase
110,7227,FBgn0051921,CG31921,NE,,flybase
110,7227,FBgn0051922,CG31922,NE,,flybase
110,7227,FBgn0051924,CG31924,NE,,flybase
110,7227,FBgn0051928,CG31928,NE,,flybase
110,7227,FBgn0051933,CG31933,NE,,flybase
110,7227,FBgn0051935,CG31935,NE,,flybase
110,7227,FBgn0051948,CG31948,NE,,flybase
110,7227,FBgn0051949,CG31949,NE,,flybase
110,7227,FBgn0051950,Sbat,NE,,flybase
110,7227,FBgn0051952,CG31952,NE,,flybase
110,7227,FBgn0051954,CG31954,NE,,flybase
110,7227,FBgn0051955,CG31955,NE,,flybase
110,7227,FBgn0051956,Pgant4,C,,flybase
110,7227,FBgn0051957,CG31957,NE,,flybase
110,7227,FBgn0051960,CG31960,NE,,flybase
110,7227,FBgn0051961,TBCC,C,,flybase
110,7227,FBgn0051973,Cda5,NE,,flybase
110,7227,FBgn0051974,CG31974,NE,,flybase
110,7227,FBgn0051976,ovm,NE,,flybase
110,7227,FBgn0051988,CG31988,NE,,flybase
110,7227,FBgn0051989,Cap-D3,C,,flybase
110,7227,FBgn0051992,gw,C,,flybase
110,7227,FBgn0051997,CG31997,NE,,flybase
110,7227,FBgn0051998,CG31998,C,,flybase
110,7227,FBgn0051999,CG31999,C,,flybase
110,7227,FBgn0052000,anne,NE,,flybase
110,7227,FBgn0052006,CG32006,C,,flybase
110,7227,FBgn0052016,4E-T,NE,,flybase
110,7227,FBgn0052017,CG32017,NE,,flybase
110,7227,FBgn0052021,CG32021,E,,flybase
110,7227,FBgn0052022,CG32022,NE,,flybase
110,7227,FBgn0052024,CG32024,NE,,flybase
110,7227,FBgn0052026,CG32026,NE,,flybase
110,7227,FBgn0052027,lncRNA:CR32027,E,,flybase
110,7227,FBgn0052029,Cpr66D,NE,,flybase
110,7227,FBgn0052036,CG32036,NE,,flybase
110,7227,FBgn0052039,CG32039,NE,,flybase
110,7227,FBgn0052040,CG32040,NE,,flybase
110,7227,FBgn0052053,CG32053,NE,,flybase
110,7227,FBgn0052054,CG32054,NE,,flybase
110,7227,FBgn0052055,CG32055,NE,,flybase
110,7227,FBgn0052056,scramb1,NE,,flybase
110,7227,FBgn0052057,dpr10,C,,flybase
110,7227,FBgn0052058,Ir67c,NE,,flybase
110,7227,FBgn0052062,Rbfox1,C,,flybase
110,7227,FBgn0052064,S-Lap4,NE,,flybase
110,7227,FBgn0052066,CG32066,NE,,flybase
110,7227,FBgn0052068,Adi1,NE,,flybase
110,7227,FBgn0052069,CG32069,C,,flybase
110,7227,FBgn0052072,Elo68alpha,NE,,flybase
110,7227,FBgn0052073,CG32073,NE,,flybase
110,7227,FBgn0052074,CG32074,C,,flybase
110,7227,FBgn0052075,CG32075,C,,flybase
110,7227,FBgn0052076,Alg10,NE,,flybase
110,7227,FBgn0052079,CG32079,NE,,flybase
110,7227,FBgn0052081,CG32081,NE,,flybase
110,7227,FBgn0052082,IRSp53,NE,,flybase
110,7227,FBgn0052085,CG32085,C,,flybase
110,7227,FBgn0052086,CG32086,NE,,flybase
110,7227,FBgn0052087,CG32087,NE,,flybase
110,7227,FBgn0052088,sunn,NE,,flybase
110,7227,FBgn0052091,CG32091,C,,flybase
110,7227,FBgn0052095,CG32095,NE,,flybase
110,7227,FBgn0052099,CG32099,NE,,flybase
110,7227,FBgn0052100,CG32100,NE,,flybase
110,7227,FBgn0052102,CG32102,NE,,flybase
110,7227,FBgn0052103,SCaMC,NE,,flybase
110,7227,FBgn0052104,CG32104,NE,,flybase
110,7227,FBgn0052105,Lmx1a,NE,,flybase
110,7227,FBgn0052106,CG32106,NE,,flybase
110,7227,FBgn0052107,CG32107,NE,,flybase
110,7227,FBgn0052110,CG32110,NE,,flybase
110,7227,FBgn0052111,lncRNA:CR32111,NE,,flybase
110,7227,FBgn0052112,CG32112,NE,,flybase
110,7227,FBgn0052113,Vps13D,C,,flybase
110,7227,FBgn0052115,CG32115,NE,,flybase
110,7227,FBgn0052117,CG32117,NE,,flybase
110,7227,FBgn0052119,CG32119,NE,,flybase
110,7227,FBgn0052121,CG32121,C,,flybase
110,7227,FBgn0052133,Ptip,C,,flybase
110,7227,FBgn0052137,CG32137,NE,,flybase
110,7227,FBgn0052141,saturn,NE,,flybase
110,7227,FBgn0052150,meru,C,,flybase
110,7227,FBgn0052152,CG32152,NE,,flybase
110,7227,FBgn0052160,lncRNA:CR32160,NE,,flybase
110,7227,FBgn0052161,CG32161,NE,,flybase
110,7227,FBgn0052163,CG32163,NE,,flybase
110,7227,FBgn0052170,CG32170,NE,,flybase
110,7227,FBgn0052173,tRNA:Pro-CGG-2-2,NE,,flybase
110,7227,FBgn0052176,CG32176,NE,,flybase
110,7227,FBgn0052177,Ndfip,NE,,flybase
110,7227,FBgn0052179,Krn,C,,flybase
110,7227,FBgn0052181,CG32181,NE,,flybase
110,7227,FBgn0052182,CG32182,NE,,flybase
110,7227,FBgn0052183,Ccn,C,,flybase
110,7227,FBgn0052185,edin,NE,,flybase
110,7227,FBgn0052187,CG32187,NE,,flybase
110,7227,FBgn0052189,CG32189,NE,,flybase
110,7227,FBgn0052190,NUCB1,NE,,flybase
110,7227,FBgn0052191,CG32191,NE,,flybase
110,7227,FBgn0052192,CG32192,NE,,flybase
110,7227,FBgn0052195,CG32195,NE,,flybase
110,7227,FBgn0052198,CG32198,NE,,flybase
110,7227,FBgn0052199,CG32199,NE,,flybase
110,7227,FBgn0052201,CG32201,NE,,flybase
110,7227,FBgn0052202,CG32202,NE,,flybase
110,7227,FBgn0052203,Spn75F,NE,,flybase
110,7227,FBgn0052204,CG32204,C,,flybase
110,7227,FBgn0052206,CG32206,C,,flybase
110,7227,FBgn0052207,hpRNA:CR32207,NE,,flybase
110,7227,FBgn0052219,CG32219,NE,,flybase
110,7227,FBgn0052220,Csas,NE,,flybase
110,7227,FBgn0052221,CG32221,NE,,flybase
110,7227,FBgn0052225,CG32225,NE,,flybase
110,7227,FBgn0052226,Pex23,NE,,flybase
110,7227,FBgn0052227,gogo,NE,,flybase
110,7227,FBgn0052228,CG32228,NE,,flybase
110,7227,FBgn0052230,ND-MLRQ,NE,,flybase
110,7227,FBgn0052232,CG32232,NE,,flybase
110,7227,FBgn0052237,CG32237,NE,,flybase
110,7227,FBgn0052238,TTLL1B,NE,,flybase
110,7227,FBgn0052240,CG32240,NE,,flybase
110,7227,FBgn0052241,CG32241,NE,,flybase
110,7227,FBgn0052243,CG32243,NE,,flybase
110,7227,FBgn0052246,CG32246,NE,,flybase
110,7227,FBgn0052248,CG32248,NE,,flybase
110,7227,FBgn0052249,CG32249,NE,,flybase
110,7227,FBgn0052250,PMP34,NE,,flybase
110,7227,FBgn0052251,Claspin,C,,flybase
110,7227,FBgn0052252,asRNA:CR32252,NE,,flybase
110,7227,FBgn0052255,Gr64f,NE,,flybase
110,7227,FBgn0052259,CG32259,NE,,flybase
110,7227,FBgn0052260,CG32260,NE,,flybase
110,7227,FBgn0052262,CG32262,NE,,flybase
110,7227,FBgn0052263,CG32263,NE,,flybase
110,7227,FBgn0052264,CG32264,NE,,flybase
110,7227,FBgn0052266,CG32266,NE,,flybase
110,7227,FBgn0052267,CG32267,NE,,flybase
110,7227,FBgn0052268,Drsl6,NE,,flybase
110,7227,FBgn0052271,CG32271,NE,,flybase
110,7227,FBgn0052274,Drsl1,NE,,flybase
110,7227,FBgn0052278,CG32278,NE,,flybase
110,7227,FBgn0052279,Drsl2,NE,,flybase
110,7227,FBgn0052280,CG32280,NE,,flybase
110,7227,FBgn0052281,CG32281,NE,,flybase
110,7227,FBgn0052282,Drsl4,NE,,flybase
110,7227,FBgn0052283,Drsl3,C,,flybase
110,7227,FBgn0052284,CG32284,NE,,flybase
110,7227,FBgn0052296,Mrtf,C,,flybase
110,7227,FBgn0052298,CG32298,NE,,flybase
110,7227,FBgn0052299,CG32299,NE,,flybase
110,7227,FBgn0052301,CG32301,NE,,flybase
110,7227,FBgn0052302,CG32302,NE,,flybase
110,7227,FBgn0052304,obst-I,NE,,flybase
110,7227,FBgn0052305,CG32305,NE,,flybase
110,7227,FBgn0052311,zormin,NE,,flybase
110,7227,FBgn0052313,CG32313,NE,,flybase
110,7227,FBgn0052319,Naa30B,NE,,flybase
110,7227,FBgn0052320,CG32320,NE,,flybase
110,7227,FBgn0052333,CG32333,NE,,flybase
110,7227,FBgn0052343,Atac3,C,,flybase
110,7227,FBgn0052344,CG32344,C,,flybase
110,7227,FBgn0052350,Vps11,NE,,flybase
110,7227,FBgn0052351,S-Lap2,NE,,flybase
110,7227,FBgn0052354,CG32354,C,,flybase
110,7227,FBgn0052364,tut,NE,,flybase
110,7227,FBgn0052365,CG32365,NE,,flybase
110,7227,FBgn0052368,CG32368,NE,,flybase
110,7227,FBgn0052369,CG32369,NE,,flybase
110,7227,FBgn0052371,CG32371,NE,,flybase
110,7227,FBgn0052373,CG32373,NE,,flybase
110,7227,FBgn0052374,CG32374,C,,flybase
110,7227,FBgn0052376,CG32376,NE,,flybase
110,7227,FBgn0052380,SMSr,NE,,flybase
110,7227,FBgn0052382,sphinx2,NE,,flybase
110,7227,FBgn0052383,sphinx1,NE,,flybase
110,7227,FBgn0052392,CG32392,NE,,flybase
110,7227,FBgn0052396,CG32396,C,,flybase
110,7227,FBgn0052404,Cpr65Aw,NE,,flybase
110,7227,FBgn0052405,Cpr65Av,NE,,flybase
110,7227,FBgn0052406,PVRAP,NE,,flybase
110,7227,FBgn0052407,CG32407,NE,,flybase
110,7227,FBgn0052409,CG32409,NE,,flybase
110,7227,FBgn0052412,QC,NE,,flybase
110,7227,FBgn0052413,CG32413,NE,,flybase
110,7227,FBgn0052418,vito,NE,,flybase
110,7227,FBgn0052423,shep,C,,flybase
110,7227,FBgn0052425,CG32425,NE,,flybase
110,7227,FBgn0052428,CG32428,C,,flybase
110,7227,FBgn0052432,CG32432,NE,,flybase
110,7227,FBgn0052436,CG32436,NE,,flybase
110,7227,FBgn0052438,SMC5,NE,,flybase
110,7227,FBgn0052441,CG32441,C,,flybase
110,7227,FBgn0052442,Arv1,C,,flybase
110,7227,FBgn0052446,Atox1,NE,,flybase
110,7227,FBgn0052447,CG32447,NE,,flybase
110,7227,FBgn0052448,CG32448,NE,,flybase
110,7227,FBgn0052450,CG32450,NE,,flybase
110,7227,FBgn0052451,SPoCk,NE,,flybase
110,7227,FBgn0052457,CG32457,NE,,flybase
110,7227,FBgn0052459,CG32459,NE,,flybase
110,7227,FBgn0052461,CG32461,NE,,flybase
110,7227,FBgn0052462,CG32462,NE,,flybase
110,7227,FBgn0052463,Tengl2,NE,,flybase
110,7227,FBgn0052473,CG32473,NE,,flybase
110,7227,FBgn0052475,mthl8,NE,,flybase
110,7227,FBgn0052476,mthl14,NE,,flybase
110,7227,FBgn0052479,Usp10,C,,flybase
110,7227,FBgn0052483,CG32483,NE,,flybase
110,7227,FBgn0052484,Sk2,C,,flybase
110,7227,FBgn0052485,CG32485,NE,,flybase
110,7227,FBgn0052487,CG32487,C,,flybase
110,7227,FBgn0052488,CG32488,NE,,flybase
110,7227,FBgn0052499,Cda4,C,,flybase
110,7227,FBgn0052506,CG32506,NE,,flybase
110,7227,FBgn0052511,CR32511,NE,,flybase
110,7227,FBgn0052512,CG32512,E,,flybase
110,7227,FBgn0052521,CG32521,C,,flybase
110,7227,FBgn0052528,parvin,C,,flybase
110,7227,FBgn0052529,Hers,NE,,flybase
110,7227,FBgn0052532,CG32532,NE,,flybase
110,7227,FBgn0052533,CG32533,NE,,flybase
110,7227,FBgn0052537,CG32537,NE,,flybase
110,7227,FBgn0052547,CG32547,NE,,flybase
110,7227,FBgn0052548,CG32548,NE,,flybase
110,7227,FBgn0052549,CG32549,NE,,flybase
110,7227,FBgn0052554,CG32554,NE,,flybase
110,7227,FBgn0052557,Mco4,NE,,flybase
110,7227,FBgn0052568,CG32568,NE,,flybase
110,7227,FBgn0052569,TwdlZ,NE,,flybase
110,7227,FBgn0052570,TwdlY,NE,,flybase
110,7227,FBgn0052572,CG32572,NE,,flybase
110,7227,FBgn0052573,CG32573,C,,flybase
110,7227,FBgn0052574,Twdlalpha,C,,flybase
110,7227,FBgn0052579,CG32579,NE,,flybase
110,7227,FBgn0052580,Muc14A,NE,,flybase
110,7227,FBgn0052582,lncRNA:CR32582,NE,,flybase
110,7227,FBgn0052588,CG32588,NE,,flybase
110,7227,FBgn0052594,be,C,,flybase
110,7227,FBgn0052600,dpr8,NE,,flybase
110,7227,FBgn0052602,Muc12Ea,C,,flybase
110,7227,FBgn0052625,CG32625,NE,,flybase
110,7227,FBgn0052626,AMPdeam,NE,,flybase
110,7227,FBgn0052631,CG32631,NE,,flybase
110,7227,FBgn0052639,CG32639,NE,,flybase
110,7227,FBgn0052640,CG32640,NE,,flybase
110,7227,FBgn0052643,CG32643,NE,,flybase
110,7227,FBgn0052645,CG32645,C,,flybase
110,7227,FBgn0052647,CG32647,NE,,flybase
110,7227,FBgn0052649,Coq8,C,,flybase
110,7227,FBgn0052650,CG32650,NE,,flybase
110,7227,FBgn0052652,lncRNA:CR32652,NE,,flybase
110,7227,FBgn0052654,Sec16,NE,,flybase
110,7227,FBgn0052656,Muc11A,NE,,flybase
110,7227,FBgn0052660,lncRNA:CR32660,NE,,flybase
110,7227,FBgn0052666,Drak,C,,flybase
110,7227,FBgn0052667,ssp7,NE,,flybase
110,7227,FBgn0052668,CG32668,NE,,flybase
110,7227,FBgn0052669,CG32669,NE,,flybase
110,7227,FBgn0052672,Atg8a,C,,flybase
110,7227,FBgn0052675,Tango5,NE,,flybase
110,7227,FBgn0052676,stx,C,,flybase
110,7227,FBgn0052677,X11Lbeta,NE,,flybase
110,7227,FBgn0052679,CG32679,NE,,flybase
110,7227,FBgn0052683,CG32683,NE,,flybase
110,7227,FBgn0052685,ZAP3,C,,flybase
110,7227,FBgn0052686,CG32686,NE,,flybase
110,7227,FBgn0052687,CG32687,NE,,flybase
110,7227,FBgn0052693,Gr9a,NE,,flybase
110,7227,FBgn0052694,CG32694,C,,flybase
110,7227,FBgn0052695,CG32695,NE,,flybase
110,7227,FBgn0052698,CARPB,C,,flybase
110,7227,FBgn0052699,LPCAT,NE,,flybase
110,7227,FBgn0052702,Cubn,NE,,flybase
110,7227,FBgn0052703,Erk7,NE,,flybase
110,7227,FBgn0052704,Ir8a,NE,,flybase
110,7227,FBgn0052707,APC4,NE,,flybase
110,7227,FBgn0052708,CG32708,C,,flybase
110,7227,FBgn0052712,CG32712,NE,,flybase
110,7227,FBgn0052726,CG32726,NE,,flybase
110,7227,FBgn0052732,Setd3,NE,,flybase
110,7227,FBgn0052750,CG32750,NE,,flybase
110,7227,FBgn0052755,CG32755,NE,,flybase
110,7227,FBgn0052758,CG32758,C,,flybase
110,7227,FBgn0052762,CG32762,NE,,flybase
110,7227,FBgn0052767,CG32767,NE,,flybase
110,7227,FBgn0052772,CG32772,C,,flybase
110,7227,FBgn0052773,lncRNA:CR32773,NE,,flybase
110,7227,FBgn0052774,Muc4B,C,,flybase
110,7227,FBgn0052791,DIP-alpha,C,,flybase
110,7227,FBgn0052792,ppk8,NE,,flybase
110,7227,FBgn0052793,CG32793,C,,flybase
110,7227,FBgn0052801,CG32801,NE,,flybase
110,7227,FBgn0052813,CG32813,NE,,flybase
110,7227,FBgn0052815,CG32815,NE,,flybase
110,7227,FBgn0052816,CG32816,NE,,flybase
110,7227,FBgn0052822,CG32822,NE,,flybase
110,7227,FBgn0052829,CG32829,NE,,flybase
110,7227,FBgn0052832,CG32832,C,,flybase
110,7227,FBgn0052833,CG32833,NE,,flybase
110,7227,FBgn0052834,CG32834,NE,,flybase
110,7227,FBgn0052843,Dh31-R,NE,,flybase
110,7227,FBgn0052847,CG32847,NE,,flybase
110,7227,FBgn0052850,CG32850,NE,,flybase
110,7227,FBgn0052855,CG32855,NE,,flybase
110,7227,FBgn0052856,CG32856,NE,,flybase
110,7227,FBgn0052944,CG32944,NE,,flybase
110,7227,FBgn0052945,CG32945,NE,,flybase
110,7227,FBgn0052971,CG32971,NE,,flybase
110,7227,FBgn0052982,CG32982,NE,,flybase
110,7227,FBgn0052983,CG32983,NE,,flybase
110,7227,FBgn0052984,CG32984,NE,,flybase
110,7227,FBgn0052986,CG32986,NE,,flybase
110,7227,FBgn0052988,CG32988,NE,,flybase
110,7227,FBgn0053002,mRpL27,C,,flybase
110,7227,FBgn0053012,CG33012,NE,,flybase
110,7227,FBgn0053013,CR33013,NE,,flybase
110,7227,FBgn0053017,CG33017,NE,,flybase
110,7227,FBgn0053051,CG33051,C,,flybase
110,7227,FBgn0053052,Gorab,C,,flybase
110,7227,FBgn0053054,CG33054,NE,,flybase
110,7227,FBgn0053056,CG33056,NE,,flybase
110,7227,FBgn0053057,CG33057,NE,,flybase
110,7227,FBgn0053080,CG33080,C,,flybase
110,7227,FBgn0053087,LRP1,NE,,flybase
110,7227,FBgn0053093,CG33093,NE,,flybase
110,7227,FBgn0053094,Synd,C,,flybase
110,7227,FBgn0053095,CG33095,NE,,flybase
110,7227,FBgn0053096,CG33096,NE,,flybase
110,7227,FBgn0053098,CG33098,NE,,flybase
110,7227,FBgn0053099,CG33099,NE,,flybase
110,7227,FBgn0053100,eIF4EHP,C,,flybase
110,7227,FBgn0053105,p24-2,NE,,flybase
110,7227,FBgn0053107,CG33107,NE,,flybase
110,7227,FBgn0053108,CG33108,NE,,flybase
110,7227,FBgn0053110,CG33110,C,,flybase
110,7227,FBgn0053111,CG33111,NE,,flybase
110,7227,FBgn0053113,Rtnl1,NE,,flybase
110,7227,FBgn0053116,CG33116,NE,,flybase
110,7227,FBgn0053120,CG33120,NE,,flybase
110,7227,FBgn0053121,Spn28Db,NE,,flybase
110,7227,FBgn0053124,CG33124,NE,,flybase
110,7227,FBgn0053125,CG33125,NE,,flybase
110,7227,FBgn0053126,NLaz,NE,,flybase
110,7227,FBgn0053128,CG33128,NE,,flybase
110,7227,FBgn0053129,CG33129,C,,flybase
110,7227,FBgn0053138,AGBE,NE,,flybase
110,7227,FBgn0053140,CG33140,NE,,flybase
110,7227,FBgn0053144,CG33144,C,,flybase
110,7227,FBgn0053145,GalT1,C,,flybase
110,7227,FBgn0053147,Hs3st-A,C,,flybase
110,7227,FBgn0053155,CG33155,C,,flybase
110,7227,FBgn0053156,CG33156,C,,flybase
110,7227,FBgn0053158,CG33158,NE,,flybase
110,7227,FBgn0053159,CG33159,NE,,flybase
110,7227,FBgn0053160,CG33160,NE,,flybase
110,7227,FBgn0053169,CG33169,NE,,flybase
110,7227,FBgn0053170,CG33170,NE,,flybase
110,7227,FBgn0053172,CG33172,NE,,flybase
110,7227,FBgn0053178,CG33178,NE,,flybase
110,7227,FBgn0053179,beat-IIIb,C,,flybase
110,7227,FBgn0053181,CG33181,NE,,flybase
110,7227,FBgn0053182,Kdm4B,NE,,flybase
110,7227,FBgn0053189,CG33189,NE,,flybase
110,7227,FBgn0053191,CG33191,NE,,flybase
110,7227,FBgn0053193,sav,C,,flybase
110,7227,FBgn0053194,CheA29a,NE,,flybase
110,7227,FBgn0053196,dpy,C,,flybase
110,7227,FBgn0053198,pen-2,NE,,flybase
110,7227,FBgn0053199,CG33199,NE,,flybase
110,7227,FBgn0053202,dpr11,NE,,flybase
110,7227,FBgn0053203,CG33203,C,,flybase
110,7227,FBgn0053207,pxb,NE,,flybase
110,7227,FBgn0053208,Mical,C,,flybase
110,7227,FBgn0053217,CG33217,E,,flybase
110,7227,FBgn0053229,CG33229,NE,,flybase
110,7227,FBgn0053230,CG33230,C,,flybase
110,7227,FBgn0053252,CG33252,NE,,flybase
110,7227,FBgn0053260,CG33260,NE,,flybase
110,7227,FBgn0053262,CG33262,NE,,flybase
110,7227,FBgn0053263,CG33263,NE,,flybase
110,7227,FBgn0053265,Muc68E,NE,,flybase
110,7227,FBgn0053276,Urm1,NE,,flybase
110,7227,FBgn0053278,CG33278,NE,,flybase
110,7227,FBgn0053281,CG33281,NE,,flybase
110,7227,FBgn0053282,CG33282,NE,,flybase
110,7227,FBgn0053286,CG33286,NE,,flybase
110,7227,FBgn0053287,CG33287,C,,flybase
110,7227,FBgn0053289,ppk5,C,,flybase
110,7227,FBgn0053290,CG33290,NE,,flybase
110,7227,FBgn0053299,CG33299,NE,,flybase
110,7227,FBgn0053300,Muc30E,C,,flybase
110,7227,FBgn0053302,Cpr31A,C,,flybase
110,7227,FBgn0053306,CG33306,NE,,flybase
110,7227,FBgn0053307,CG33307,NE,,flybase
110,7227,FBgn0053310,CG33310,NE,,flybase
110,7227,FBgn0053322,CG33322,NE,,flybase
110,7227,FBgn0053325,CG33325,NE,,flybase
110,7227,FBgn0053333,CG33333,NE,,flybase
110,7227,FBgn0053340,CG33340,NE,,flybase
110,7227,FBgn0053346,CG33346,NE,,flybase
110,7227,FBgn0053348,CheB42a,NE,,flybase
110,7227,FBgn0053349,ppk25,C,,flybase
110,7227,FBgn0053453,CG33453,NE,,flybase
110,7227,FBgn0053458,CG33458,NE,,flybase
110,7227,FBgn0053459,CG33459,E,,flybase
110,7227,FBgn0053462,CG33462,NE,,flybase
110,7227,FBgn0053468,CG33468,NE,,flybase
110,7227,FBgn0053474,CG33474,NE,,flybase
110,7227,FBgn0053481,dpr7,NE,,flybase
110,7227,FBgn0053489,CG33489,NE,,flybase
110,7227,FBgn0053490,CG33490,NE,,flybase
110,7227,FBgn0053493,CG33493,NE,,flybase
110,7227,FBgn0053494,CG33494,NE,,flybase
110,7227,FBgn0053500,CG33500,E,,flybase
110,7227,FBgn0053504,snRNA:U7,NE,,flybase
110,7227,FBgn0053505,U3-55K,C,,flybase
110,7227,FBgn0053506,CG33506,NE,,flybase
110,7227,FBgn0053508,ppk13,NE,,flybase
